fcltynm,mt10id,mt13cnt,fcltychartr,sidonm,gugunnm,opende
안성맞춤아트홀,FC001812,4,공공(문예회관),경기,안성시,2017
안성문예회관,FC002519,1,공공(기타),경기,안성시,1992
안성시민회관 (폐관),FC001348,1,공공(기타),경기,안성시,1986
안숙선 명창의 여정,FC002671,1,민간(대학로 외),전북,남원시,2020
안양아트센터,FC000021,2,공공(문예회관),경기,안양시,1989
안양종합운동장,FC001914,1,공공(기타),경기,안양시,1986
안톤 홀,FC004007,1,기타(비공연장),서울,서초구,
알디스페이스 아트홀 (폐관),FC001846,1,민간(대학로 외),서울,강남구,2017
알레스 아트(Alles-Art),FC003798,1,기타(비공연장),제주,제주시,
알록 에피소드,FC001632,1,민간(대학로 외),서울,용산구,
알앤알(RNR),FC004833,1,기타(비공연장),제주,제주시,
알에스엠타워(RSM타워),FC003900,1,기타(비공연장),서울,금천구,
알카드 스튜디오,FC002748,1,기타(비공연장),서울,종로구,2020
알펜시아 리조트,FC001729,3,민간(대학로 외),강원,평창군,2010
암사어린이극장,FC000184,1,민간(대학로 외),서울,강동구,2005
압구정아트홀(구. 오퍼스아트홀) (폐관),FC000176,1,민간(대학로 외),서울,강남구,2010
압구정예홀(압구정클럽),FC000037,1,민간(대학로 외),서울,강남구,2006
앙상블리안,FC002683,1,민간(대학로 외),서울,강남구,
앙트레블,FC003234,1,기타(비공연장),서울,강남구,
앙트르뽀,FC002331,1,기타(비공연장),대전,중구,
애몬 [제주],FC004084,1,기타(비공연장),제주,제주시,
애월뮤직팩토리,FC004757,2,민간(대학로 외),제주,제주시,
애터미파크,FC002329,1,민간(대학로 외),충남,공주시,2019
애프터눈레코드,FC002581,1,기타(비공연장),서울,마포구,
액터스소극장,FC001221,1,민간(대학로 외),부산,수영구,2005
앤드 애프터 스튜디오,FC004353,1,민간(대학로 외),서울,중랑구,
앤드트리 갤러리,FC003542,1,기타(비공연장),서울,강남구,
앤트러사이트 [서교],FC003472,1,기타(비공연장),서울,마포구,
앤트러사이트 [연희],FC002383,1,기타(비공연장),서울,서대문구,
앤트러사이트 [한남],FC003394,1,기타(비공연장),서울,용산구,
앤트러사이트 [합정],FC003393,1,기타(비공연장),서울,마포구,
앳모스피어 뮤직홀,FC004419,1,민간(대학로 외),경기,남양주시,
야기스튜디오,FC002928,1,민간(대학로 외),서울,강남구,
야마하아티스트서비스서울,FC001604,1,민간(대학로 외),서울,서초구,2013
얀씨클럽(Yancey Club),FC003690,1,민간(대학로 외),서울,마포구,
양구국민체육센터,FC002733,1,공공(기타),강원,양구군,
양구문예회관,FC002925,2,공공(문예회관),강원,양구군,2019
양구문화복지센터,FC000750,1,공공(문예회관),강원,양구군,2000
양구문화체육회관,FC004777,1,공공(기타),강원,양구군,
양구종합운동장,FC002715,1,공공(기타),강원,양구군,
양산문화예술회관,FC000238,2,공공(문예회관),경남,양산시,2002
양산박 스튜디오,FC004089,1,민간(대학로 외),서울,성북구,
양산종합운동장,FC003308,1,공공(기타),경남,양산시,2002
양수리 빵공장,FC002931,1,기타(비공연장),경기,양평군,
양양문화복지회관,FC001753,1,공공(문예회관),강원,양양군,2004
양주문화예술회관,FC000134,3,공공(문예회관),경기,양주시,1997
양주별산대놀이마당,FC000035,1,공공(기타),경기,양주시,2000
양주시립미술창작스튜디오 777레지던스,FC003251,1,공공(기타),경기,양주시,2013
양천문화회관,FC000091,3,공공(문예회관),서울,양천구,1998
양평군도서관,FC004869,1,민간(대학로 외),경기,양평군,
양평군민회관,FC001181,1,공공(문예회관),경기,양평군,1998
양평문화재단,FC004289,1,공공(기타),경기,양평군,
얘기아트씨어터,FC001634,1,민간(대학로 외),서울,마포구,2011
어댑터씨어터 1관 (구.어댑터플레이스),FC002763,1,민간(대학로 외),부산,수영구,2021
어댑터씨어터 2관,FC003956,1,민간(대학로 외),부산,수영구,2024
어디서 극장,FC004304,1,민간(대학로 외),서울,성북구,
어디서극장 (광진구),FC004617,1,민간(대학로 외),서울,광진구,
어바웃 매직(aboutmagic),FC003805,1,민간(대학로 외),대구,동구,
어바웃매직 [대구 중구],FC004515,1,민간(대학로 외),대구,중구,
어반소스,FC001979,1,민간(대학로 외),서울,성동구,
어브 스튜디오(Aube Studio),FC004612,1,기타(비공연장),서울,성동구,
어썸그라운드 재즈바,FC004868,1,민간(대학로 외),서울,용산구,
어썸파티룸1호점,FC003807,1,기타(비공연장),서울,광진구,
어연히하우스,FC004156,1,기타(비공연장),대구,남구,
어울림소극장 [원주],FC001288,1,민간(대학로 외),강원,원주시,2013
어울아트센터(구. 대구북구문예회관),FC001178,2,공공(문예회관),대구,북구,1999
언더노트,FC004413,1,민간(대학로 외),서울,종로구,
언더더스타즈,FC002590,1,기타(비공연장),서울,서초구,
언더독 뮤지엄,FC004142,1,기타(비공연장),서울,마포구,
언더스탠드에비뉴(신한두드림스페이스),FC001853,1,민간(대학로 외),서울,성동구,2017
언더시티 (UNDER CITY),FC004402,1,민간(대학로 외),서울,성동구,
언드 (und),FC004269,1,민간(대학로 외),경남,거제시,
언제라도 여행,FC003319,1,기타(비공연장),서울,마포구,
언플러그드 [신촌],FC002880,1,민간(대학로 외),서울,서대문구,
언플러그드 서교,FC004003,1,민간(대학로 외),서울,마포구,
언플러그드하우스,FC002102,1,민간(대학로 외),울산,남구,2013
얼굴박물관 [경기 광주],FC004111,1,기타(비공연장),경기,광주시,
얼라이브홀(구. 크랙홀),FC001724,1,민간(대학로 외),서울,마포구,2013
얼터(alter),FC004849,1,기타(비공연장),서울,영등포구,
업스테이지 (UP Stage),FC002072,1,민간(대학로),서울,종로구,
없는극장,FC004539,1,기타(비공연장),인천,강화군,
엉클영버 스튜디오 아트센터 [과천],FC004087,1,민간(대학로 외),경기,과천시,
엉클영버스튜디오,FC003884,1,민간(대학로 외),서울,양천구,
에도가와구 종합문화센터대홀 [일본 도쿄],FC004464,1,기타(해외등),,,
에반스라운지(폐관),FC002131,1,민간(대학로 외),서울,마포구,
에버라인 뮤직&카페,FC003624,1,민간(대학로 외),서울,서대문구,
에버랜드,FC001738,3,기타(비공연장),경기,용인시,1993
에보니홀,FC002087,1,민간(대학로 외),경기,수원시,2013
에스투소극장,FC002929,1,민간(대학로 외),울산,남구,
에스파스클래식,FC003363,1,민간(대학로 외),서울,서대문구,
에스팩토리,FC001906,5,민간(대학로 외),서울,성동구,2016
에어스카이호텔 (Airsky Hotel) [인천],FC004017,2,기타(비공연장),인천,중구,
에이라운지,FC002586,1,기타(비공연장),서울,강남구,
에이아트스튜디오(A art studio),FC002365,1,기타(비공연장),서울,강남구,
에이앤티브스튜디오,FC004602,1,기타(비공연장),서울,성동구,
에이엠아트홀(AM아트홀),FC004716,1,민간(대학로 외),경기,평택시,
에이치씨어터,FC001804,1,민간(대학로),서울,종로구,2012
에이치아츠 (H-Art),FC003190,2,민간(대학로 외),대구,남구,2023
에이페이지,FC004235,1,민간(대학로 외),경기,화성시,
에일리하우스,FC003418,1,기타(비공연장),서울,강남구,
에저또소극장 [부산],FC001140,1,민간(대학로 외),부산,남구,2008
에제르아트홀,FC003623,1,민간(대학로 외),충남,홍성군,
"에코테마파크 대구숲 (구. 힐크레스트, 구. 허브힐즈)",FC001695,1,민간(대학로 외),대구,달성군,
에코펠리스,FC003836,1,민간(대학로 외),부산,강서구,
에피소드 서초 393,FC002871,1,기타(비공연장),서울,서초구,
에피소드 성수 101,FC002431,1,기타(비공연장),서울,성동구,
에피소드 신촌 369,FC002956,1,기타(비공연장),서울,마포구,
에피파니 공간대여,FC004613,1,기타(비공연장),경남,창원시,
엑스스페이스,FC002520,1,민간(대학로 외),서울,강남구,2016
엑스코(exco),FC001366,11,민간(대학로 외),대구,북구,2001
엑스포 과학공원 한빛탑,FC002158,1,공공(기타),대전,유성구,
엑터스토리,FC000279,1,민간(대학로 외),대구,남구,2009
엔써뮤직,FC003042,1,민간(대학로 외),서울,마포구,2020
엔아트센터,FC004881,1,민간(대학로 외),서울,강북구,
엔젤빌딩,FC004268,1,기타(비공연장),서울,관악구,
엔젤타운 홀,FC003479,1,민간(대학로 외),대구,수성구,
엔터 스튜디오,FC003317,1,민간(대학로 외),서울,마포구,
엔터식스 메두사 아트홀,FC001272,3,민간(대학로 외),서울,성동구,2014
엔틱243 스튜디오,FC003530,1,민간(대학로 외),서울,서초구,
엔플러그,FC002269,1,민간(대학로 외),서울,강남구,
엘라의 거실,FC002437,1,민간(대학로 외),서울,마포구,
엘레브,FC002084,1,민간(대학로 외),부산,수영구,2011
엘리시안 강촌 리조트,FC002121,1,기타(비공연장),강원,춘천시,
엘리에나 호텔,FC003210,1,기타(비공연장),서울,강남구,
엘리펀트스페이스,FC001880,1,민간(대학로 외),서울,마포구,2018
엘림마리나 앤 리조트,FC002856,1,민간(대학로 외),경남,남해군,2016
엘림아트센터,FC001555,4,민간(대학로 외),인천,서구,2016
엘클래식,FC002765,1,민간(대학로 외),대전,유성구,
엠비씨드림센터 (MBC드림센터),FC004370,1,민간(대학로 외),경기,고양시,
엠스테이지 (구.인사아트홀),FC001535,2,민간(대학로 외),서울,종로구,2017
엠스테이지 [부산](구.한결아트홀),FC001162,1,민간(대학로 외),부산,연제구,2013
엠제이아트홀,FC004669,1,민간(대학로 외),대전,동구,
엠파이브(M5) 방송센터,FC002743,1,민간(대학로 외),경기,파주시,2016
엠팟홀 (구. 삼익아트홀),FC000842,2,민간(대학로 외),서울,강남구,1995
엠피엠지,FC002622,1,기타(비공연장),서울,마포구,1993
여기는 극장입니다,FC002744,1,민간(대학로 외),부산,연제구,2020
여수미남크루즈,FC002521,1,기타(비공연장),전남,여수시,2008
여수시민회관,FC001242,1,공공(문예회관),전남,여수시,1987
여수엑스포컨벤션센터 (여수세계박람회장),FC001992,4,공공(기타),전남,여수시,2012
여수예술랜드,FC003734,1,민간(대학로 외),전남,여수시,
여수월드서커스,FC003640,1,민간(대학로 외),전남,여수시,
여수청소년수련관,FC001546,1,공공(기타),전남,여수시,2001
여우별씨어터(구. 내여페 The Stage) (폐관),FC001086,1,민간(대학로),서울,종로구,2012
여우별아트홀,FC001393,1,민간(대학로 외),대구,중구,2015
여의도 물빛광장,FC004826,1,공공(기타),서울,영등포구,
여의도 이랜드크루즈 제1터미널,FC001417,1,민간(대학로 외),서울,영등포구,1986
여의도 한강공원,FC002612,1,기타(비공연장),서울,영등포구,
여의도 한강공원 멀티플라자 그랑샤피토,FC001551,1,공공(기타),서울,영등포구,
여의도 한마음홀,FC004570,1,민간(대학로 외),서울,영등포구,
여주미술관,FC003434,1,민간(대학로 외),경기,여주시,2019
여주시 평생학습센터 (여성회관),FC001699,1,공공(기타),경기,여주시,2012
여해문화공간 (폐관),FC000330,1,민간(대학로 외),서울,중구,1997
여행자극장,FC001529,1,민간(대학로),서울,성북구,2016
역삼1동문화센터,FC001754,1,공공(기타),서울,강남구,2013
연가초등학교,FC004712,1,민간(대학로 외),서울,서대문구,1973
연극실험실 일상지하,FC001367,1,민간(대학로 외),서울,성북구,2010
연극실험실 혜화동1번지,FC001141,1,민간(대학로),서울,종로구,1993
연극패 청년,FC003603,1,민간(대학로 외),서울,영등포구,
연극플레이스 혜화,FC003098,1,민간(대학로),서울,종로구,
연남5701,FC002762,1,민간(대학로 외),서울,마포구,2021
연남스페이스,FC003185,1,민간(대학로 외),서울,마포구,
연남장,FC002037,1,민간(대학로 외),서울,서대문구,
연동교회,FC003392,1,기타(비공연장),서울,종로구,
연세MPT음악학원,FC003485,1,기타(비공연장),부산,해운대구,
연세대학교 노천극장,FC000807,1,민간(대학로 외),서울,서대문구,1933
연세대학교 대강당,FC001792,1,민간(대학로 외),서울,서대문구,1958
연세대학교 루스채플,FC001794,1,민간(대학로 외),서울,서대문구,1974
연세대학교 무악극장,FC003203,1,민간(대학로 외),서울,서대문구,
연세대학교 백양누리,FC004315,1,민간(대학로 외),서울,서대문구,
연세대학교 백주년기념관,FC001793,1,민간(대학로 외),서울,서대문구,1988
연세대학교 음악대학 체임버홀,FC003160,1,민간(대학로 외),서울,서대문구,
연수아트홀,FC003152,1,민간(대학로 외),인천,연수구,
연습실 소감 [부산],FC004088,1,민간(대학로 외),부산,남구,
연안부두 해양광장,FC002821,1,기타(비공연장),인천,중구,
연애상담소,FC003926,1,민간(대학로 외),경기,수원시,
연우소극장,FC000526,1,민간(대학로),서울,종로구,1987
연음홀,FC003713,1,기타(비공연장),경기,성남시,
연천수레울아트홀,FC000142,2,공공(문예회관),경기,연천군,2010
연천전곡리선사유적지,FC003335,1,기타(비공연장),경기,연천군,
연하루 커피,FC004629,1,기타(비공연장),경남,진주시,
연희예술극장,FC001852,1,민간(대학로 외),서울,서대문구,2018
연희정원,FC002579,1,민간(대학로 외),서울,서대문구,
열린극장,FC000516,1,민간(대학로),서울,종로구,1999
열린아트홀,FC001526,1,민간(대학로 외),부산,동래구,2012
열혈스튜디오,FC004375,1,민간(대학로 외),경기,양주시,
영광스포티움,FC003767,6,기타(비공연장),전남,영광군,2007
영광예술의전당,FC001400,2,공공(문예회관),전남,영광군,2014
영남알프스 복합웰컴센터,FC003637,1,공공(기타),울산,울주군,
영덕 무형문화재 전수교육관,FC003155,1,공공(기타),경북,영덕군,
영도문화예술회관,FC000828,3,공공(문예회관),부산,영도구,2009
영동대교,FC003688,1,기타(비공연장),서울,성동구,1973
영동복합문화예술회관,FC002922,1,공공(문예회관),충북,영동군,
