perf_id,title,genre,perf_start_date,perf_end_date,venue_name,runtime_min,company_id,total_ticket_sales_qty,season_match_status,work_group_key,season_rank,actual_group_size,runtime_missing
PF256784,"제260회 국립심포니오케스트라 정기연주회: 쇼스타코비치, 교향곡 11번",서양음악(클래식),2025-12-06,2025-12-06,예술의전당 [서울] 콘서트홀,110.0,FC000001,2347,unmatched,,,1,False
PF277428,서울시향 니콜라이 루간스키의 쇼팽 피아노 협주곡 1번 ①,서양음악(클래식),2026-02-12,2026-02-12,예술의전당 [서울] 콘서트홀,105.0,FC000001,2333,unmatched,,,1,False
PF258379,"국립오페라단 정기공연 한국현대오페라, 화전가",서양음악(클래식),2025-10-25,2025-10-26,예술의전당 [서울] 오페라극장,150.0,FC000001,2332,unmatched,,,1,False
PF277020,"누구나 클래식, 다니엘의 해설클래식: 차이콥스키와 발레음악 (11월)",서양음악(클래식),2025-11-18,2025-11-18,세종문화회관 세종대극장,110.0,FC000020,2329,unmatched,,,1,False
PF224122,호수 위 우주 [세종],복합,2023-10-06,2023-10-09,세종호수공원 축제섬,60.0,FC002676,2322,matched,호수 위 우주::cast0,2.0,2,False
PF282314,"기획초청 Pick크닉, 오감도",연극,2026-02-06,2026-02-14,국립극단 [명동] 명동예술극장,80.0,FC000005,2321,unmatched,,,1,False
PF256779,"제254회 국립심포니오케스트라 정기연주회: 베토벤, 교향곡 9번 합창",서양음악(클래식),2025-02-16,2025-02-16,예술의전당 [서울] 콘서트홀,90.0,FC000001,2316,unmatched,,,1,False
PF269765,한여름 밤의 꿈 [서울],서양음악(클래식),2025-08-30,2025-08-31,예술의전당 [서울] 오페라극장,170.0,FC000001,2313,unmatched,,,1,False
PF256786,"제255회 국립심포니오케스트라 정기연주회: 베르디, 레퀴엠",서양음악(클래식),2025-03-09,2025-03-09,예술의전당 [서울] 콘서트홀,110.0,FC000001,2305,unmatched,,,1,False
PF262691,"국립발레단, 호두까기인형 [부산]",무용(서양/한국무용),2025-12-05,2025-12-06,부산시민회관 대극장,,FC000497,2289,matched,국립발레단 호두까기인형::국립발레단,8.0,3,True
PF274839,마리 퀴리 [부평],뮤지컬,2025-12-13,2025-12-14,부평아트센터 해누리극장,150.0,FC000216,2280,matched,마리 퀴리::cast2,2.0,2,False
PF242783,"제21회 대구국제오페라축제, 라 트라비아타",서양음악(클래식),2024-11-01,2024-11-02,대구오페라하우스,140.0,FC000566,2275,unmatched,,,1,False
PF243892,"국립발레단, 돈키호테 [대구]",무용(서양/한국무용),2024-08-30,2024-08-31,대구오페라하우스,125.0,FC000566,2267,matched,국립발레단 돈키호테::국립발레단,3.0,3,False
PF230338,서울시향 얍 판 츠베덴의 쇼스타코비치 교향곡 7번,서양음악(클래식),2024-04-04,2024-04-05,롯데콘서트홀,120.0,FC001513,2258,unmatched,,,1,False
PF259188,"대전시립무용단, 헨젤과 그레텔",무용(서양/한국무용),2025-04-02,2025-04-05,대전예술의전당 앙상블홀,50.0,FC000076,2253,unmatched,,,1,False
PF253973,"국립무용단, 파이브 바이브",무용(서양/한국무용),2025-06-25,2025-06-29,국립극장 달오름극장,60.0,FC000003,2244,unmatched,,,1,False
PF235055,"부산시립합창단, 피노키오와 파란마녀",뮤지컬,2024-05-03,2024-05-04,부산문화회관 대극장,90.0,FC000167,2241,matched,부산시립합창단 피노키오와 파란마녀::부산시립합창단,1.0,2,False
PF230329,서울시향 얍 판 츠베덴과 힐러리 한 ②,서양음악(클래식),2024-05-10,2024-05-10,예술의전당 [서울] 콘서트홀,100.0,FC000001,2238,unmatched,,,1,False
PF239323,서울시향과 유니세프가 함께하는 아주 특별한 콘서트,서양음악(클래식),2024-05-04,2024-05-04,이화여자대학교 대강당,70.0,FC002355,2228,unmatched,,,1,False
PF284357,서울시향 아주 특별한 콘서트,서양음악(클래식),2026-03-28,2026-03-28,예술의전당 [서울] 콘서트홀,60.0,FC000001,2218,unmatched,,,1,False
PF276885,"대전시립무용단, 춤으로 그리는 동화: 헨젤과 그레텔 [대전 (앵콜) ]",무용(서양/한국무용),2025-12-17,2025-12-20,대전예술의전당 앙상블홀,50.0,FC000076,2216,unmatched,,,1,False
PF258825,서울시향 아주 특별한 콘서트,서양음악(클래식),2025-03-02,2025-03-02,예술의전당 [서울] 콘서트홀,70.0,FC000001,2214,unmatched,,,1,False
PF225394,이상한 엄마 [전주],뮤지컬,2023-10-12,2023-10-14,한국소리문화의전당 모악당,60.0,FC000477,2201,unmatched,,,1,False
PF232740,"국립심포니오케스트라: 음악의 얼굴 드보르자크, 교향곡 7번",서양음악(클래식),2024-07-21,2024-07-21,예술의전당 [서울] 콘서트홀,120.0,FC000001,2197,unmatched,,,1,False
PF230392,서울시향 투간 소키예프의 무소륵스키 전람회의 그림,서양음악(클래식),2024-08-29,2024-08-30,롯데콘서트홀,90.0,FC001513,2188,unmatched,,,1,False
PF282257,신년음악회 [서울 서초],서양음악(클래식),2026-01-07,2026-01-07,예술의전당 [서울] 콘서트홀,80.0,FC000001,2186,unmatched,,,1,False
PF253110,서울시향 얍 판 츠베덴과 김봄소리 ①,서양음악(클래식),2025-10-01,2025-10-01,예술의전당 [서울] 콘서트홀,120.0,FC000001,2185,matched,서울시향 얍 판 츠베덴과 김봄소리 ①::cast0,2.0,1,False
PF253112,서울시향 얍 판 츠베덴과 김봄소리 ②,서양음악(클래식),2025-10-02,2025-10-02,예술의전당 [서울] 콘서트홀,120.0,FC000001,2181,matched,서울시향 얍 판 츠베덴과 김봄소리 ②::cast0,2.0,1,False
PF230336,서울시향 얍 판 츠베덴의 브루크너 교향곡 7번,서양음악(클래식),2024-12-12,2024-12-13,롯데콘서트홀,105.0,FC001513,2181,unmatched,,,1,False
PF253049,서울시향 얍 판 츠베덴과 이매뉴얼 액스 ①,서양음악(클래식),2025-11-27,2025-11-27,예술의전당 [서울] 콘서트홀,90.0,FC000001,2178,unmatched,,,1,False
PF230598,"국립국악관현악단, 어린이 음악회 노래놀이: 별별땅땅",한국음악(국악),2024-04-25,2024-05-05,국립극장 하늘극장,60.0,FC000003,2174,unmatched,,,1,False
PF236690,"춤으로 그리는 동화, 옹고집전",무용(서양/한국무용),2024-04-03,2024-04-06,대전예술의전당 앙상블홀,50.0,FC000076,2166,matched,춤으로 그리는 동화 옹고집전::춤으로 그리는 동화,2.0,1,False
PF239546,"키즈 페스타 in 포항, 장수탕 선녀님 [포항]",뮤지컬,2024-05-24,2024-05-25,포항문화예술회관 대공연장,60.0,FC001191,2159,unmatched,,,1,False
PF277440,서울시향 필리프 조르당의 브루크너 교향곡 9번 ②,서양음악(클래식),2026-01-30,2026-01-30,예술의전당 [서울] 콘서트홀,105.0,FC000001,2158,unmatched,,,1,False
PF230390,서울시향 키안 솔타니의 드보르자크 첼로 협주곡,서양음악(클래식),2024-03-14,2024-03-15,롯데콘서트홀,100.0,FC001513,2155,unmatched,,,1,False
PF234507,마리 퀴리 [광주],뮤지컬,2024-03-02,2024-03-03,광주 예술의 전당 대극장,150.0,FC000233,2144,unmatched,,,1,False
PF258512,"다담: 차, 이야기, 우리음악으로 행복해지는 시간",한국음악(국악),2025-02-26,2025-11-26,국립국악원 우면당,75.0,FC000009,2140,unmatched,,,1,False
PF257620,"서울시합창단, 여름 가족 음악회",서양음악(클래식),2025-08-29,2025-08-29,세종문화회관 세종대극장,100.0,FC000020,2138,matched,서울시합창단 여름 가족 음악회::서울시합창단,2.0,1,False
PF278073,"제20회 광주시립오페라단 정기공연: 푸치니, 오페라: 라 보엠 [광주]",서양음악(클래식),2025-12-05,2025-12-06,광주 예술의 전당 대극장,210.0,FC000233,2137,unmatched,,,1,False
PF249817,"제17회 광주시립오페라단 정기공연, 라 트라비아타 [광주]",서양음악(클래식),2024-10-25,2024-10-26,광주 예술의 전당 대극장,165.0,FC000233,2135,unmatched,,,1,False
PF230367,서울시향 얍 판 츠베덴의 환희의 송가,서양음악(클래식),2024-12-19,2024-12-20,롯데콘서트홀,100.0,FC001513,2130,unmatched,,,1,False
PF288478,"대전시립교향악단 디스커버리 시리즈3, EQ-UP 콘서트: 호두까기 인형",서양음악(클래식),2026-04-29,2026-04-30,대전예술의전당 아트홀,50.0,FC000076,2127,unmatched,,,1,False
PF252621,"국립극단 x 대전예술의전당 공동제작, 십이야 [대전]",연극,2024-12-21,2024-12-27,대전예술의전당 앙상블홀,120.0,FC000076,2117,unmatched,,,1,False
PF285114,"예술의전당 교향악축제, 국립심포니오케스트라 (04.01)",서양음악(클래식),2026-04-01,2026-04-01,예술의전당 [서울] 콘서트홀,120.0,FC000001,2105,unmatched,,,1,False
PF241947,"대전시립교향악단, 디스커버리 시리즈 6: EQ-UP 콘서트, 피터와 늑대",서양음악(클래식),2024-06-27,2024-06-28,대전예술의전당 아트홀,50.0,FC000076,2102,unmatched,,,1,False
PF242154,"국립오페라단, 마술피리 [고양]",서양음악(클래식),2024-07-20,2024-07-21,고양아람누리 아람극장,150.0,FC000127,2101,matched,국립오페라단 마술피리::국립오페라단,5.0,8,False
PF259094,"예술의전당 교향악축제, 부천필하모닉오케스트라 (04.11)",서양음악(클래식),2025-04-11,2025-04-11,예술의전당 [서울] 콘서트홀,120.0,FC000001,2100,unmatched,,,1,False
PF269552,제1회 전국 국공립무용단 전통춤 축제: 대한민국 전통춤 축제,무용(서양/한국무용),2025-10-30,2025-10-31,국립극장 해오름극장,120.0,FC000003,2099,unmatched,,,1,False
PF230393,서울시향 하델리히의 시벨리우스 바이올린 협주곡,서양음악(클래식),2024-04-25,2024-04-26,롯데콘서트홀,90.0,FC001513,2097,unmatched,,,1,False
PF253956,"국립무용단, 설명절 기획: 축제 祝·祭",무용(서양/한국무용),2025-01-29,2025-01-30,국립극장 해오름극장,70.0,FC000003,2090,unmatched,,,1,False
PF245616,"기획초청 Pick크닉, 통속소설이 머 어때서?!",연극,2024-08-18,2024-08-25,국립극단 [명동] 명동예술극장,110.0,FC000005,2083,unmatched,,,1,False
PF277520,홍도야 우지마라 [인천],연극,2025-11-29,2025-12-07,인천문화예술회관 소공연장,110.0,FC000013,2082,unmatched,,,1,False
PF236296,"국립심포니오케스트라, 존 윌리엄스 영화음악 콘서트",서양음악(클래식),2024-03-23,2024-03-23,예술의전당 [서울] 콘서트홀,100.0,FC000001,2071,unmatched,,,1,False
PF244872,매달린 집: 캐나다 희곡의 발견 [수원],연극,2024-08-31,2024-09-08,경기아트센터(구. 경기도문화의전당) 소극장,100.0,FC000017,2068,unmatched,,,1,False
PF280948,제8대 국립심포니오케스트라 음악감독 취임연주회,서양음악(클래식),2026-01-11,2026-01-11,예술의전당 [서울] 콘서트홀,120.0,FC000001,2062,unmatched,,,1,False
PF245617,"기획초청 Pick크닉, 배소고지 이야기; 기억의 연못",연극,2024-08-31,2024-09-08,국립극단 [명동] 명동예술극장,100.0,FC000005,2059,unmatched,,,1,False
PF281616,"국립청년극단, 미녀와 야수 [원주]",연극,2026-01-09,2026-01-11,원주치악예술관,100.0,FC000365,2059,unmatched,,,1,False
PF279326,"국립무용단, 축제",무용(서양/한국무용),2026-02-13,2026-02-18,국립극장 하늘극장,60.0,FC000003,2054,unmatched,,,1,False
PF249758,우리읍내 [수원],연극,2024-11-16,2024-11-24,경기아트센터(구. 경기도문화의전당) 소극장,90.0,FC000017,2047,matched,우리읍내|경기도극단::경기도극단,1.0,2,False
PF230622,"국립무용단 설명절 기획공연, 축제",무용(서양/한국무용),2024-02-07,2024-02-11,국립극장 하늘극장,70.0,FC000003,2037,unmatched,,,1,False
PF252417,"대전시립무용단, 옹고집전 [대전 (앵콜) ]",무용(서양/한국무용),2024-12-04,2024-12-07,대전예술의전당 앙상블홀,50.0,FC000076,2033,unmatched,,,1,False
PF259085,"예술의전당 교향악축제, 대전시립교향악단 (04.12)",서양음악(클래식),2025-04-12,2025-04-12,예술의전당 [서울] 콘서트홀,120.0,FC000001,2031,unmatched,,,1,False
PF247044,"제16회 광주시립오페라단 정기공연, 푸치니 오페라 토스카 [광주]",서양음악(클래식),2024-09-06,2024-09-07,광주 예술의 전당 대극장,150.0,FC000233,2028,unmatched,,,1,False
PF230332,"서울시향 얍 판 츠베덴의 바그너, 발퀴레",서양음악(클래식),2024-02-01,2024-02-01,예술의전당 [서울] 콘서트홀,120.0,FC000001,2011,unmatched,,,1,False
PF285045,"예술의전당 교향악축제, 인천시립교향악단 (04.04)",서양음악(클래식),2026-04-04,2026-04-04,예술의전당 [서울] 콘서트홀,120.0,FC000001,2007,unmatched,,,1,False
PF257892,"서울시무용단, 미메시스",무용(서양/한국무용),2025-11-06,2025-11-09,세종문화회관 세종M씨어터,75.0,FC000020,2006,unmatched,,,1,False
PF217261,이상한 엄마 [포항],뮤지컬,2023-05-26,2023-05-27,포항문화예술회관 대공연장,60.0,FC001191,2005,unmatched,,,1,False
PF268948,정글북 [경남 진주],뮤지컬,2025-09-12,2025-09-13,경상남도문화예술회관 대공연장,85.0,FC001701,2002,matched,정글북|::cast2,17.0,2,False
PF289408,뚜비와 달의 기사단 : 호수의 정령 [대구],뮤지컬,2026-05-29,2026-05-31,수성아트피아 대극장 (대공연장) ,60.0,FC000204,1997,unmatched,,,1,False
PF282487,수성아트피아 신년음악회 [대구],한국음악(국악),2026-01-17,2026-01-17,수성아트피아 대극장 (대공연장) ,90.0,FC000204,1980,unmatched,,,1,False
PF270295,"스쿨클래식, 해설이 있는 발레: 볼레로 [천안]",복합,2025-07-10,2025-07-11,천안예술의전당 대공연장,65.0,FC001383,1977,unmatched,,,1,False
PF251754,서울시 구립여성합창단 합창 페스티벌,서양음악(클래식),2024-10-29,2024-10-29,세종문화회관 세종대극장,360.0,FC000020,1974,unmatched,,,1,False
PF256795,"제259회 국립심포니오케스트라 정기연주회: 브루크너, 교향곡 4번",서양음악(클래식),2025-11-01,2025-11-01,예술의전당 [서울] 콘서트홀,110.0,FC000001,1968,unmatched,,,1,False
PF246791,"서울시향 키즈 콘서트, 클래식 음악여행",서양음악(클래식),2024-10-09,2024-10-09,롯데콘서트홀,60.0,FC001513,1966,unmatched,,,1,False
PF232704,제808회 KBS교향악단 정기연주회,서양음악(클래식),2024-11-29,2024-11-29,예술의전당 [서울] 콘서트홀,120.0,FC000001,1956,unmatched,,,1,False
PF275053,"유니버설발레단, 호두까기 인형 [이천]",무용(서양/한국무용),2025-12-05,2025-12-06,이천아트홀 대공연장,120.0,FC000824,1945,matched,유니버설발레단 호두까기 인형::유니버설발레단,2.0,1,False
PF235749,"한화와 함께하는 교향악축제: The Wave, 광주시립교향악단 (4.26)",서양음악(클래식),2024-04-26,2024-04-26,예술의전당 [서울] 콘서트홀,120.0,FC000001,1945,unmatched,,,1,False
PF275944,서울시 구립여성합창단 합창 페스티벌,서양음악(클래식),2025-10-15,2025-10-15,세종문화회관 세종대극장,330.0,FC000020,1942,unmatched,,,1,False
PF260159,꽃의 비밀 [춘천],연극,2025-07-25,2025-07-26,춘천문화예술회관 공연장,120.0,FC000371,1940,matched,꽃의 비밀::(주)장차앤코,2.0,1,False
PF276931,"제16회 경산시립극단 정기공연: 효녀, 청이",뮤지컬,2025-10-30,2025-11-01,경산시민회관 대강당,100.0,FC000515,1938,unmatched,,,1,False
PF289875,"제17회 경산시립극단 정기공연, 남매지: 연꽃으로 피어나",연극,2026-04-30,2026-05-02,경산시민회관 대강당,100.0,FC000515,1938,unmatched,,,1,False
PF282294,"기획초청 Pick크닉, 셋톱박스",연극,2026-01-23,2026-02-01,국립극단 [명동] 명동예술극장,100.0,FC000005,1938,unmatched,,,1,False
PF250244,갯골의 여자들 [경산],연극,2024-10-10,2024-10-12,경산시민회관 대강당,100.0,FC000515,1938,unmatched,,,1,False
PF234022,제77회 부산시립극단 정기공연: 나혜석,연극,2024-05-18,2024-06-01,부산시민회관 대극장,,FC000497,1923,unmatched,,,1,True
PF289463,"근대로 그림책 페스티벌, 장수탕 선녀님 [대구]",뮤지컬,2026-05-02,2026-05-03,봉산문화회관 가온홀,60.0,FC000200,1922,unmatched,,,1,False
PF265101,꽃의 비밀 [여수],연극,2025-07-19,2025-07-20,GS칼텍스 예울마루 대극장,120.0,FC000826,1920,matched,꽃의 비밀::cast1,2.0,1,False
PF281241,"국립심포니오케스트라, 영화음악 콘서트: 할리우드 블록버스터",서양음악(클래식),2026-05-01,2026-05-01,예술의전당 [서울] 콘서트홀,120.0,FC000001,1915,unmatched,,,1,False
PF232962,"부산시립극단, 어린왕자 [부산]",뮤지컬,2024-02-03,2024-02-04,부산문화회관 중극장,90.0,FC000167,1914,unmatched,,,1,False
PF285087,"예술의전당 교향악축제, 춘천시립교향악단 (04.19)",서양음악(클래식),2026-04-19,2026-04-19,예술의전당 [서울] 콘서트홀,120.0,FC000001,1907,unmatched,,,1,False
