data1,data2,data3,data4,data5,data6,data7,data8,data9,data11,data12,totalCnt,__typename,_date
2,제397회 광주시립교향악단 정기연주회: Brilliant Colours,서양음악(클래식),2025-07-25,2025-07-25,광주 예술의 전당 대극장,1,931,12900,PF267023,FC000233,14,PerfoByDTO,20250725
3,"서울예술단, 윤동주, 달을쏘다 [강릉]",뮤지컬,2025-07-25,2025-07-25,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,705,14519,PF266963,FC001787,14,PerfoByDTO,20250725
4,제52회 파주시립예술단 정기공연: 몬페바지,뮤지컬,2025-07-24,2025-07-25,파주운정행복센터 공연장,2,591,0,PF269099,FC001359,14,PerfoByDTO,20250725
5,제244회 울산시립교향악단 정기연주회: 희망과 감성 (American Dreams & French Impressions),서양음악(클래식),2025-07-25,2025-07-25,울산문화예술회관 대공연장,1,564,6078,PF263323,FC000081,14,PerfoByDTO,20250725
6,올라비올라 B to B with 길병민 [제주],서양음악(클래식),2025-07-25,2025-07-25,서귀포예술의전당 대극장,1,510,6304,PF268574,FC001231,14,PerfoByDTO,20250725
7,"부산시향과 함께 걷다, 세계 클래식 음악 산책: 마티네, 북유럽",서양음악(클래식),2025-07-25,2025-07-25,부산문화회관 중극장,1,445,5481,PF251451,FC000167,14,PerfoByDTO,20250725
8,유림 [대구],무용(서양/한국무용),2025-07-25,2025-07-26,대구문화예술회관 팔공홀,1,440,4902,PF268226,FC000191,14,PerfoByDTO,20250725
9,"국립극단, 십이야 [김포]",연극,2025-07-25,2025-07-26,김포아트홀,1,422,4902,PF268017,FC001618,14,PerfoByDTO,20250725
10,피가로의 결혼 [광주],서양음악(클래식),2025-07-25,2025-07-26,광주 예술의 전당 소극장,1,376,4170,PF268394,FC000233,14,PerfoByDTO,20250725
11,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,323,7752,PF267416,FC000005,14,PerfoByDTO,20250725
12,"서울시국악관현악단 실내악 시리즈, 소리섬",한국음악(국악),2025-07-25,2025-07-25,세종문화회관 세종체임버홀,1,244,5411,PF257825,FC000020,14,PerfoByDTO,20250725
13,지금 내려갑니다 [의령],연극,2025-07-25,2025-07-25,의령군민문화회관,1,165,1457,PF269473,FC000241,14,PerfoByDTO,20250725
14,"예술의전당 어린이 가족 페스티벌, 어린이무용 얍! 얍! 얍!",무용(서양/한국무용),2025-07-18,2025-07-27,예술의전당 [서울] 자유소극장,1,119,2552,PF264555,FC000001,14,PerfoByDTO,20250725
1,꽃의 비밀 [춘천],연극,2025-07-25,2025-07-26,춘천문화예술회관 공연장,1,987,14321,PF260159,FC000371,20,PerfoByDTO,20250726
2,이상한 나라의 춘자씨 [부산],뮤지컬,2025-07-26,2025-07-26,(재) 영화의전당 하늘연극장,2,663,14090,PF266354,FC000175,20,PerfoByDTO,20250726
3,신데렐라의 모래이야기 [예천],서양음악(클래식),2025-07-26,2025-07-26,예천군문화회관,1,582,3410,PF268969,FC001190,20,PerfoByDTO,20250726
4,"국립극단, 십이야 [김포]",연극,2025-07-25,2025-07-26,김포아트홀,1,436,4960,PF268017,FC001618,20,PerfoByDTO,20250726
5,서울시향 실내악 시리즈 Ⅲ,서양음악(클래식),2025-07-26,2025-07-26,세종문화회관 세종체임버홀,1,390,9917,PF253108,FC000020,20,PerfoByDTO,20250726
6,피가로의 결혼 [광주],서양음악(클래식),2025-07-25,2025-07-26,광주 예술의 전당 소극장,1,376,4046,PF268394,FC000233,20,PerfoByDTO,20250726
7,유림 [대구],무용(서양/한국무용),2025-07-25,2025-07-26,대구문화예술회관 팔공홀,1,361,4520,PF268226,FC000191,20,PerfoByDTO,20250726
8,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,314,8658,PF267416,FC000005,20,PerfoByDTO,20250726
9,"예술의전당 어린이 가족 페스티벌, 어린이무용 얍! 얍! 얍!",무용(서양/한국무용),2025-07-18,2025-07-27,예술의전당 [서울] 자유소극장,2,310,4850,PF264555,FC000001,20,PerfoByDTO,20250726
10,"제35회 거창국제연극제, 갈매기에게 나는 법을 가르쳐준 고양이 (07.26)",뮤지컬,2025-07-26,2025-07-26,거창 수승대 구연극장 (구 거북극장) ,1,298,1843,PF268769,FC001436,20,PerfoByDTO,20250726
11,"제16회 대한민국 국공립극단페스티벌, 빌미 [경주]",연극,2025-07-26,2025-07-26,경주예술의전당 소공연장(원화홀),1,270,1031,PF264364,FC000517,20,PerfoByDTO,20250726
12,내안의 물고기 [나주],무용(서양/한국무용),2025-07-26,2025-07-26,나주문화예술회관,1,250,620,PF269419,FC000485,20,PerfoByDTO,20250726
13,정선아리랑 토요상설공연: 뗏꾼,한국음악(국악),2025-04-05,2025-11-22,정선아리랑센터 아리랑홀,1,228,725,PF277653,FC002264,20,PerfoByDTO,20250726
14,"남양주시립합창단, 상상더이상 음악회",서양음악(클래식),2025-07-26,2025-07-26,남양주 어린이비전센터 다목적강당,1,220,0,PF269339,FC001875,20,PerfoByDTO,20250726
15,몬드리안: 더 라인 오브 옵세션 [수원],무용(서양/한국무용),2025-07-26,2025-07-26,수원문화원 (빛누리아트홀) 수원문화원 (빛누리아트홀) ,1,197,1260,PF268184,FC004065,20,PerfoByDTO,20250726
16,토요명품,한국음악(국악),2025-01-04,2025-12-27,국립국악원 우면당,1,193,2935,PF256158,FC000009,20,PerfoByDTO,20250726
17,"부여군충남국악단, 토요상설 국악공연",한국음악(국악),2025-03-01,2025-10-25,부여국악의전당,1,172,55,PF260121,FC000428,20,PerfoByDTO,20250726
18,토요국악동화,한국음악(국악),2025-03-08,2025-12-27,국립국악원 풍류사랑방,1,135,1042,PF259032,FC000009,20,PerfoByDTO,20250726
19,기린자리 [서산],한국음악(국악),2025-07-26,2025-07-26,서산시문화회관 대공연장,1,134,1156,PF269535,FC000429,20,PerfoByDTO,20250726
20,"포천반월아트홀 토요상설, 포천시립민속예술단",한국음악(국악),2025-05-24,2025-09-27,포천반월아트홀 소극장,1,67,64,PF261910,FC000612,20,PerfoByDTO,20250726
1,"예술의전당 어린이 가족 페스티벌, 어린이무용 얍! 얍! 얍!",무용(서양/한국무용),2025-07-18,2025-07-27,예술의전당 [서울] 자유소극장,2,335,6750,PF264555,FC000001,2,PerfoByDTO,20250727
2,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,304,7658,PF267416,FC000005,2,PerfoByDTO,20250727
1,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,338,8571,PF267416,FC000005,1,PerfoByDTO,20250728
1,"대전시립교향악단 마스터즈 시리즈7, 스트라빈스키 페트루슈카",서양음악(클래식),2025-07-29,2025-07-29,대전예술의전당 아트홀,1,585,8285,PF268631,FC000076,2,PerfoByDTO,20250729
2,"수원시립교향악단 기획연주회, 게임음악회: 카트라이더 [수원]",서양음악(클래식),2025-07-29,2025-07-29,수원SK아트리움 대공연장,1,341,2104,PF269091,FC001438,2,PerfoByDTO,20250729
1,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,338,9962,PF267416,FC000005,3,PerfoByDTO,20250730
2,"다담: 차, 이야기, 우리음악으로 행복해지는 시간",한국음악(국악),2025-02-26,2025-11-26,국립국악원 우면당,1,229,2222,PF258512,FC000009,3,PerfoByDTO,20250730
3,"광주시립창극단, 판소리 감상회 (7월)",한국음악(국악),2025-07-30,2025-07-30,광주 예술의 전당 소극장,1,171,1185,PF268347,FC000233,3,PerfoByDTO,20250730
1,비손 [예산],한국음악(국악),2025-07-31,2025-07-31,충남도청 문예회관,1,599,3541,PF268035,FC001536,2,PerfoByDTO,20250731
2,"제16회 대한민국 국공립극단페스티벌, 오거리 사진관 [경주]",연극,2025-07-31,2025-07-31,경주예술의전당 소공연장(원화홀),1,316,1216,PF264324,FC000517,2,PerfoByDTO,20250731
1,"국립극단, 십이야 [창원]",연극,2025-08-01,2025-08-02,3.15아트센터 대극장,1,678,12679,PF266809,FC000877,2,PerfoByDTO,20250801
2,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,371,10815,PF267416,FC000005,2,PerfoByDTO,20250801
1,천 개의 파랑 [고양],뮤지컬,2025-08-02,2025-08-02,고양아람누리 아람극장,2,1597,47116,PF267807,FC000127,14,PerfoByDTO,20250802
2,달 샤베트 [문경],뮤지컬,2025-08-02,2025-08-02,문경문화예술회관 대공연장,2,1002,2946,PF270180,FC000525,14,PerfoByDTO,20250802
3,"국립극단, 십이야 [창원]",연극,2025-08-01,2025-08-02,3.15아트센터 대극장,1,671,12944,PF266809,FC000877,14,PerfoByDTO,20250802
4,페페의 꿈 [제주],서양음악(클래식),2025-08-02,2025-08-02,제주아트센터 대극장,2,657,8294,PF268892,FC000262,14,PerfoByDTO,20250802
5,"국립오페라단, 마술피리 [인천 서구]",서양음악(클래식),2025-08-02,2025-08-02,인천서구문화회관 대공연장,1,618,18426,PF269027,FC000845,14,PerfoByDTO,20250802
6,"전남도립국악단 광복 80주년 기획공연, 백범김구: 대한을 지키는 사람들",한국음악(국악),2025-08-02,2025-08-02,남도소리울림터,1,552,1836,PF270181,FC001396,14,PerfoByDTO,20250802
7,스냅 [강릉],뮤지컬,2025-08-02,2025-08-02,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,541,4213,PF268015,FC001787,14,PerfoByDTO,20250802
8,별주부전 [목포],한국음악(국악),2025-08-02,2025-08-02,목포문화예술회관,1,429,2305,PF269763,FC001185,14,PerfoByDTO,20250802
9,정선아리랑 토요상설공연: 뗏꾼,한국음악(국악),2025-04-05,2025-11-22,정선아리랑센터 아리랑홀,1,409,1870,PF277653,FC002264,14,PerfoByDTO,20250802
10,제13회 남양주시립소년소녀합창단 기획연주회: 이야기가 있는 한여름 가족음악회,서양음악(클래식),2025-08-02,2025-08-02,다산아트홀,1,402,0,PF269915,FC001931,14,PerfoByDTO,20250802
11,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,345,9780,PF267416,FC000005,14,PerfoByDTO,20250802
12,몬드리안: 더 라인 오브 옵세션 [익산],무용(서양/한국무용),2025-08-02,2025-08-02,익산예술의전당 대공연장,1,330,2713,PF267170,FC001356,14,PerfoByDTO,20250802
13,"국립남도국악원 토요상설, 국악이 좋다: 조공례를 부르다",한국음악(국악),2025-08-02,2025-08-02,국립남도국악원 진악당,1,235,0,PF269528,FC000030,14,PerfoByDTO,20250802
14,토요명품,한국음악(국악),2025-01-04,2025-12-27,국립국악원 우면당,1,213,2891,PF256158,FC000009,14,PerfoByDTO,20250802
1,"제10회 서귀포오페라페스티벌, 신콩쥐",서양음악(클래식),2025-08-03,2025-08-03,서귀포예술의전당 대극장,2,653,7448,PF269259,FC001231,2,PerfoByDTO,20250803
2,삼매경,연극,2025-07-17,2025-08-03,국립극단 [명동] 명동예술극장,1,370,11366,PF267416,FC000005,2,PerfoByDTO,20250803
1,"대구시립교향악단, 체임버 시리즈 Ⅲ. 거장의 금고",서양음악(클래식),2025-08-05,2025-08-05,어울아트센터(구. 대구북구문예회관) 함지홀(대공연장),1,425,0,PF271040,FC001178,1,PerfoByDTO,20250805
1,"지휘자와 함께하는 원데이 아카데미, 국악단: 국악소리여행 [김천]",한국음악(국악),2025-08-06,2025-08-06,김천시립율곡도서관 율곡홀 (다목적강당),1,308,0,PF270350,FC003446,3,PerfoByDTO,20250806
2,"경남도립극단, 빌미 [함양]",연극,2025-08-06,2025-08-06,함양문화예술회관 대공연장,1,250,0,PF270239,FC000585,3,PerfoByDTO,20250806
3,"ACC 수요극장, 한여름 밤의 꿈 (영상화)",서양음악(클래식),2025-08-06,2025-08-06,국립아시아문화전당 극장3,1,241,0,PF269023,FC001270,3,PerfoByDTO,20250806
1,제192회 인천시립합창단 정기연주회,서양음악(클래식),2025-08-07,2025-08-07,아트센터 인천 콘서트홀,1,1284,8083,PF269105,FC001873,2,PerfoByDTO,20250807
2,제29회 대구시립국악단 청소년 협주곡의 밤,한국음악(국악),2025-08-07,2025-08-08,대구문화예술회관 팔공홀,1,520,0,PF269342,FC000191,2,PerfoByDTO,20250807
1,제146회 강릉시립교향악단 정기연주회,서양음악(클래식),2025-08-08,2025-08-09,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,702,7805,PF268916,FC001787,8,PerfoByDTO,20250808
2,"국립극단, 십이야 [부산]",연극,2025-08-08,2025-08-09,(재) 영화의전당 하늘연극장,1,464,14551,PF267187,FC000175,8,PerfoByDTO,20250808
3,장단: 놀음 [평택],한국음악(국악),2025-08-08,2025-08-08,평택시남부문예회관 대공연장,1,412,2363,PF269617,FC000934,8,PerfoByDTO,20250808
4,"국립오페라단, 박쥐 [안성]",서양음악(클래식),2025-08-08,2025-08-08,안성맞춤아트홀 대공연장,1,409,12171,PF268633,FC001812,8,PerfoByDTO,20250808
5,제29회 대구시립국악단 청소년 협주곡의 밤,한국음악(국악),2025-08-07,2025-08-08,대구문화예술회관 팔공홀,1,403,0,PF269342,FC000191,8,PerfoByDTO,20250808
6,한 여름 밤의 꿈 [홍주],연극,2025-08-08,2025-08-08,홍주문화회관 대공연장,1,316,2430,PF269734,FC000445,8,PerfoByDTO,20250808
7,페페의 꿈 [완주],뮤지컬,2025-08-08,2025-08-08,완주향토예술문화회관 공연장,2,315,1805,PF269831,FC000460,8,PerfoByDTO,20250808
8,경계: 모든 경계는 넘어서다 [전주],무용(서양/한국무용),2025-08-08,2025-08-09,전주한벽문화관 한벽공연장,1,106,212,PF269463,FC001263,8,PerfoByDTO,20250808
1,제146회 강릉시립교향악단 정기연주회,서양음악(클래식),2025-08-08,2025-08-09,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,715,8055,PF268916,FC001787,12,PerfoByDTO,20250809
2,6시 퇴근 [충주],뮤지컬,2025-08-09,2025-08-09,충주시문화회관,2,628,5862,PF270087,FC000405,12,PerfoByDTO,20250809
3,"국립극단, 십이야 [부산]",연극,2025-08-08,2025-08-09,(재) 영화의전당 하늘연극장,1,481,14803,PF267187,FC000175,12,PerfoByDTO,20250809
4,헤어드레서 [영주],뮤지컬,2025-08-09,2025-08-09,영주문화예술회관 까치홀,1,458,2390,PF270711,FC000050,12,PerfoByDTO,20250809
5,신데렐라의 모래이야기 [목포],서양음악(클래식),2025-08-09,2025-08-09,목포문화예술회관,1,440,2005,PF269912,FC001185,12,PerfoByDTO,20250809
6,친구의 전설 [김천],뮤지컬,2025-08-09,2025-08-09,김천시립문화회관,2,397,7676,PF270526,FC001429,12,PerfoByDTO,20250809
7,토요명품,한국음악(국악),2025-01-04,2025-12-27,국립국악원 우면당,1,202,2934,PF256158,FC000009,12,PerfoByDTO,20250809
8,정선아리랑 토요상설공연: 뗏꾼,한국음악(국악),2025-04-05,2025-11-22,정선아리랑센터 아리랑홀,1,194,805,PF277653,FC002264,12,PerfoByDTO,20250809
9,"국립남도국악원 토요상설, 국악이 좋다: 연희에 물들다",한국음악(국악),2025-08-09,2025-08-09,국립남도국악원 진악당,1,161,0,PF271405,FC000030,12,PerfoByDTO,20250809
10,경계: 모든 경계는 넘어서다 [전주],무용(서양/한국무용),2025-08-08,2025-08-09,전주한벽문화관 한벽공연장,1,149,298,PF269463,FC001263,12,PerfoByDTO,20250809
11,향악잡영오수: 최치원놀이 [고흥],한국음악(국악),2025-08-09,2025-08-09,고흥문화회관 김연수실,1,79,314,PF267877,FC000742,12,PerfoByDTO,20250809
12,소녀춘향: 춘향과 동학의 만남 [남원],한국음악(국악),2025-08-09,2025-09-27,남원국악전용공연장 청아원 ,1,19,133,PF270738,FC004466,12,PerfoByDTO,20250809
1,"지휘자와 함께하는 원데이 아카데미, 합창단: Lecture Concert [김천]",서양음악(클래식),2025-08-11,2025-08-11,김천시립문화회관,1,68,0,PF270353,FC001429,1,PerfoByDTO,20250811
1,"남양주시립합창단, 상상더이상 음악회 [남양주] (8월)",서양음악(클래식),2025-08-12,2025-08-12,정약용도서관,1,321,0,PF270679,FC002725,2,PerfoByDTO,20250812
2,"부산시립교향악단 기획음악회, 실내악 시리즈 Ⅲ: 줌인 Ⅱ [부산]",서양음악(클래식),2025-08-12,2025-08-12,부산문화회관 챔버홀,1,213,1352,PF267560,FC000167,2,PerfoByDTO,20250812
1,"제206회 국립발레단 정기공연, 인어공주",무용(서양/한국무용),2025-08-13,2025-08-17,예술의전당 [서울] 오페라극장,1,1459,60477,PF266067,FC000001,3,PerfoByDTO,20250813
2,춘천시립예술단 광복 80주년 기념음악회 [춘천],서양음악(클래식),2025-08-13,2025-08-13,춘천문화예술회관 공연장,1,752,4663,PF269252,FC000371,3,PerfoByDTO,20250813
3,제31회 강원특별자치도립 국악관현악단 정기연주회 [태백],한국음악(국악),2025-08-13,2025-08-13,태백문화예술회관 대공연장,1,190,0,PF270149,FC000375,3,PerfoByDTO,20250813
1,"광복80주년 기념음악회, 염원 [창원]",서양음악(클래식),2025-08-14,2025-08-14,성산아트홀 대극장,1,1570,0,PF270995,FC000885,9,PerfoByDTO,20250814
2,"제206회 국립발레단 정기공연, 인어공주",무용(서양/한국무용),2025-08-13,2025-08-17,예술의전당 [서울] 오페라극장,1,1396,59818,PF266067,FC000001,9,PerfoByDTO,20250814
3,백조의 호수 [금산],무용(서양/한국무용),2025-08-14,2025-08-14,금산다락원 생명의집 대공연장,1,704,7020,PF270652,FC000418,9,PerfoByDTO,20250814
4,명성황후 [제주 서귀포],무용(서양/한국무용),2025-08-14,2025-08-14,서귀포예술의전당 대극장,1,646,8381,PF270305,FC001231,9,PerfoByDTO,20250814
5,"부산시립국악관현악단 특별연주회, 광복80주년 기념음악회: 광복의 빛을 넘어",한국음악(국악),2025-08-14,2025-08-14,부산문화회관 대극장,1,451,4434,PF269784,FC000167,9,PerfoByDTO,20250814
6,제145회 광주시립소년소녀합창단 정기공연: 아! 대한민국,서양음악(클래식),2025-08-14,2025-08-14,광주 예술의 전당 대극장,1,432,2834,PF269205,FC000233,9,PerfoByDTO,20250814
7,동백당: 빵집의 사람들 [완주],연극,2025-08-14,2025-08-14,완주문화예술회관 대극장,1,288,1121,PF269321,FC002526,9,PerfoByDTO,20250814
8,"국립현대무용단, 내가 물에서 본 것 [세종]",무용(서양/한국무용),2025-08-14,2025-08-14,세종예술의전당 대공연장,1,265,4625,PF266639,FC002877,9,PerfoByDTO,20250814
9,한 여름밤의 꿈 [포항],연극,2025-08-14,2025-08-15,포항시청 대잠홀,1,187,2344,PF269458,FC001256,9,PerfoByDTO,20250814
1,"제206회 국립발레단 정기공연, 인어공주",무용(서양/한국무용),2025-08-13,2025-08-17,예술의전당 [서울] 오페라극장,1,1600,71450,PF266067,FC000001,5,PerfoByDTO,20250815
2,"국립오페라단, 박쥐 [강릉]",서양음악(클래식),2025-08-15,2025-08-16,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,574,9072,PF268202,FC001787,5,PerfoByDTO,20250815
3,이희문프로젝트: 오방신과 스팽글 [대전],한국음악(국악),2025-08-15,2025-08-15,대전예술의전당 아트홀,1,523,13017,PF266626,FC000076,5,PerfoByDTO,20250815
4,한 여름밤의 꿈 [포항],연극,2025-08-14,2025-08-15,포항시청 대잠홀,1,169,1978,PF269458,FC001256,5,PerfoByDTO,20250815
5,적로: 이슬의 노래 [대구],한국음악(국악),2025-08-15,2025-08-16,대구문화예술회관 비슬홀,1,66,1494,PF269837,FC000191,5,PerfoByDTO,20250815
1,"제206회 국립발레단 정기공연, 인어공주",무용(서양/한국무용),2025-08-13,2025-08-17,예술의전당 [서울] 오페라극장,1,1551,70297,PF266067,FC000001,13,PerfoByDTO,20250816
2,이벤져스 라이브 [대구],뮤지컬,2025-08-16,2025-08-16,대구서구문화회관 공연장,2,764,4500,PF271539,FC000836,13,PerfoByDTO,20250816
3,"국립오페라단, 박쥐 [강릉]",서양음악(클래식),2025-08-15,2025-08-16,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,1,534,8500,PF268202,FC001787,13,PerfoByDTO,20250816
4,"BCC CLASSIC II, 김영욱 X 콜레기움무지쿰서울: 8 Seasons [부산]",서양음악(클래식),2025-08-16,2025-08-16,(재) 영화의전당 하늘연극장,1,271,6477,PF269310,FC000175,13,PerfoByDTO,20250816
5,페페의 꿈 [양구],뮤지컬,2025-08-16,2025-08-16,양구문화복지센터,2,270,3240,PF279889,FC000750,13,PerfoByDTO,20250816
6,"국립남도국악원 토요상설, 국악이 좋다: 차세대 명인전 1. 전통의 새 물결",한국음악(국악),2025-08-16,2025-08-16,국립남도국악원 진악당,1,219,0,PF271450,FC000030,13,PerfoByDTO,20250816
7,토요명품,한국음악(국악),2025-01-04,2025-12-27,국립국악원 우면당,1,196,2780,PF256158,FC000009,13,PerfoByDTO,20250816
8,스윙 어게인 [인천],무용(서양/한국무용),2025-08-16,2025-08-16,인천중구문화회관,1,170,1313,PF269326,FC000158,13,PerfoByDTO,20250816
9,병사 이야기 [인제],서양음악(클래식),2025-08-16,2025-08-16,인제하늘내린센터 대공연장,1,161,740,PF270984,FC000559,13,PerfoByDTO,20250816
10,"제930회 전남도립국악단 토요가무악희 시즌3, 그린국악: 국악의 내일을 그리다",한국음악(국악),2025-08-16,2025-08-16,남도소리울림터,1,124,400,PF270759,FC001396,13,PerfoByDTO,20250816
11,소녀춘향: 춘향과 동학의 만남 [남원],한국음악(국악),2025-08-09,2025-09-27,남원국악전용공연장 청아원 ,1,66,462,PF270738,FC004466,13,PerfoByDTO,20250816
12,적로: 이슬의 노래 [대구],한국음악(국악),2025-08-15,2025-08-16,대구문화예술회관 비슬홀,1,45,1053,PF269837,FC000191,13,PerfoByDTO,20250816
13,"미동, 번뇌하다 [춘천]",무용(서양/한국무용),2025-08-16,2025-08-16,춘천인형극장 대극장,1,25,332,PF270853,FC000680,13,PerfoByDTO,20250816
1,"제206회 국립발레단 정기공연, 인어공주",무용(서양/한국무용),2025-08-13,2025-08-17,예술의전당 [서울] 오페라극장,1,1595,72739,PF266067,FC000001,3,PerfoByDTO,20250817
2,"국립오페라단, 마술피리",서양음악(클래식),2025-08-17,2025-08-17,국립극장 달오름극장,2,761,13968,PF269973,FC000003,3,PerfoByDTO,20250817
3,푸푸게노! 똥밟았네?,서양음악(클래식),2025-08-17,2025-08-17,아산시 평생학습관(아산아트홀) 아산아트홀(아산시평생학습관),1,392,1899,PF270553,FC000908,3,PerfoByDTO,20250817
1,김영욱 x 콜레기움무지쿰 서울: 8 Seasons [대전],서양음악(클래식),2025-08-19,2025-08-19,대전예술의전당 아트홀,1,284,6142,PF266604,FC000076,1,PerfoByDTO,20250819
1,국립심포니오케스트라 아카데미: Colorful,서양음악(클래식),2025-08-20,2025-08-20,예술의전당 [서울] 콘서트홀,1,1006,7334,PF269431,FC000001,4,PerfoByDTO,20250820
2,"대구국제금관·타악페스티벌, 대구시립교향악단 (08.20)",서양음악(클래식),2025-08-20,2025-08-20,대구콘서트하우스 그랜드홀 (대공연장) ,1,637,6898,PF269620,FC001193,4,PerfoByDTO,20250820
3,헤어드레서 [정선],뮤지컬,2025-08-20,2025-08-20,정선아리랑센터 아리랑홀,2,306,1260,PF278371,FC002264,4,PerfoByDTO,20250820
4,"지휘자와 함께하는 원데이 아카데미, 교향악단: 클래식 엿보기 [김천]",서양음악(클래식),2025-08-20,2025-08-20,김천시립문화회관,1,163,0,PF270347,FC001429,4,PerfoByDTO,20250820
1,"서울시무용단, One Dance: 일무",무용(서양/한국무용),2025-08-21,2025-08-24,세종문화회관 세종대극장,2,2598,100000,PF257640,FC000020,8,PerfoByDTO,20250821
2,"광복 80주년 기념연주회: 뮤지컬 영웅, 국립합창단과 만나다",서양음악(클래식),2025-08-21,2025-08-21,예술의전당 [서울] 콘서트홀,1,1778,23640,PF266839,FC000001,8,PerfoByDTO,20250821
3,제78회 군산시립교향악단 기획연주회: 납량특집 콘서트,서양음악(클래식),2025-08-21,2025-08-21,군산예술의전당 대공연장,1,836,2663,PF266929,FC000447,8,PerfoByDTO,20250821
4,"부천시립합창단 기획연주회, YOU사연 [부천]",서양음악(클래식),2025-08-21,2025-08-21,부천아트센터 콘서트홀,1,458,3111,PF265113,FC003150,8,PerfoByDTO,20250821
5,"대구국제금관·타악페스티벌, 대구시립교향악단 (08.21)",서양음악(클래식),2025-08-21,2025-08-21,대구콘서트하우스 그랜드홀 (대공연장) ,1,392,4105,PF269591,FC001193,8,PerfoByDTO,20250821
6,어머니 달의 신화 [영광],무용(서양/한국무용),2025-08-21,2025-08-21,영광예술의전당 대공연장,1,218,507,PF271926,FC001400,8,PerfoByDTO,20250821
7,"안산시립국악단 기획연주회, 목요보노음악회",한국음악(국악),2025-05-15,2025-12-18,보노마루,1,137,560,PF264556,FC002766,8,PerfoByDTO,20250821
8,"정크, 클라운 [철원]",연극,2025-08-21,2025-08-21,철원군 화강문화센터 공연장,1,78,255,PF272011,FC000755,8,PerfoByDTO,20250821
1,"서울시무용단, One Dance: 일무",무용(서양/한국무용),2025-08-21,2025-08-24,세종문화회관 세종대극장,1,2411,135053,PF257640,FC000020,18,PerfoByDTO,20250822
2,"서울시향, 브람스와 리하르트 슈트라우스",서양음악(클래식),2025-08-22,2025-08-22,롯데콘서트홀,1,1287,39632,PF253102,FC001513,18,PerfoByDTO,20250822
3,제368회 창원시립교향악단 정기연주회: 시벨리우스와 모차르트 [창원],서양음악(클래식),2025-08-22,2025-08-22,3.15아트센터 대극장,1,1080,0,PF271734,FC000877,18,PerfoByDTO,20250822
4,제44회 대구국제음악제 개막공연 (08.22),서양음악(클래식),2025-08-22,2025-08-22,대구콘서트하우스 그랜드홀 (대공연장) ,1,949,6657,PF269563,FC001193,18,PerfoByDTO,20250822
5,"서울예술단, 윤동주, 달을 쏘다. [김해]",뮤지컬,2025-08-22,2025-08-23,김해문화의전당 마루홀,1,609,36540,PF264901,FC001170,18,PerfoByDTO,20250822
6,"광주시립교향악단, GSO 오티움 콘서트 Ⅲ. Flute",서양음악(클래식),2025-08-22,2025-08-22,광주 예술의 전당 소극장,2,572,5764,PF268555,FC000233,18,PerfoByDTO,20250822
7,빨래 [속초],뮤지컬,2025-08-22,2025-08-23,속초문화예술회관 대공연장,1,546,10880,PF270606,FC000358,18,PerfoByDTO,20250822
8,종이꽃밭: 두할망본풀이 [평택 남부],한국음악(국악),2025-08-22,2025-08-22,평택시남부문예회관 대공연장,1,446,2405,PF270187,FC000934,18,PerfoByDTO,20250822
9,"국립오페라단, 박쥐 [울산]",서양음악(클래식),2025-08-22,2025-08-23,울산문화예술회관 대공연장,1,438,9996,PF268136,FC000081,18,PerfoByDTO,20250822
10,"나, 옥분뎐傳! [논산]",연극,2025-08-22,2025-08-22,논산아트센터(구. 논산문화예술회관) 대공연장,1,422,2275,PF271346,FC001182,18,PerfoByDTO,20250822
11,그해 여름 [울주],뮤지컬,2025-08-22,2025-08-22,울주문화예술회관 그린나래홀 (공연장) ,1,349,4992,PF270036,FC001179,18,PerfoByDTO,20250822
12,세기의 사나이 [김포],연극,2025-08-22,2025-08-23,김포아트홀,1,346,4275,PF269982,FC001618,18,PerfoByDTO,20250822
13,"대전시립교향악단 마스터즈 시리즈8, 프로코피예프 교향곡 제5번",서양음악(클래식),2025-08-22,2025-08-22,대전예술의전당 아트홀,1,343,3131,PF270497,FC000076,18,PerfoByDTO,20250822
14,페이지나 [광주],뮤지컬,2025-08-22,2025-08-23,광주북구문화센터 (양산도서관) 공연장,1,339,2920,PF270424,FC002769,18,PerfoByDTO,20250822
15,갑신의거 [횡성],연극,2025-08-22,2025-08-22,횡성문화예술회관 대공연장,1,301,1371,PF270102,FC001195,18,PerfoByDTO,20250822
